datetime_id,month_date,m_loans_advances_bank_excfin_lca,m_loans_advances_bank_lca,m_loans_advances_nbfi_excfin_lca,m_loans_advances_nbfi_lca,m_loans_advances_afi_excfin_lca,m_loans_advances_afi_lca,m_nonfin_issue_bills_lca,m_issue_bills_lca,m_narrow_c_excfin_lca,mseadj_narrow_c_excfin_lca,m_narrow_c_lca,mseadj_narrow_c_lca,m_total_c_excfin_lca,mseadj_total_c_excfin_lca,m_total_c_lca,mseadj_total_c_lca,m_owner_housing_lca,mseadj_owner_housing_lca,m_investor_c_lca,mseadj_investor_c_lca,m_personal_c_lca,mseadj_personal_c_lca,m_nonfin_business_c_lca,mseadj_nonfin_business_lca,m_business_lca,mseadj_business_lca,m_govsector_lending_afi_lca,m_house_loan_switch_lca,m_total_incselectfin_business_lca,mseadj_total_incselectfin_business_lca,m_business_incselectfin_lca,mseadj_business_incselectfin_lca
137,2014-05-31,1894.2,1943,141.4,143.2,2035.6,2086.3,94,95.9,2129.5,2130.5,2182.2,2183,2208.1,2208.6,2261.3,2261.8,853.3,851.4,508.8,510.5,144.3,144.9,701.8,702.4,755,755.3,185.1,,,,,
138,2014-06-30,1916,1964.7,142.5,144.5,2058.4,2109.1,92.8,94.5,2151.3,2146.9,2203.6,2199.7,2230,2224.3,2282.9,2277.7,858.5,857.4,514.2,512.5,145.6,145.2,711.8,709.4,764.7,763.2,184.7,,,,,
139,2014-07-31,1924.1,1973.5,141.7,143.8,2065.9,2117.3,91.6,93.3,2157.6,2156.4,2210.6,2209.6,2235.1,2234.5,2288.7,2287.8,860.4,863.1,517.9,514.4,144.5,145,712.4,711.8,765.9,765.3,193,,,,,
140,2014-08-31,1933.2,1981.7,141.8,143.9,2075.1,2125.6,90.2,92,2165.5,2166,2217.6,2218.5,2241.7,2242.6,2294.4,2295.7,863.1,866.3,521.6,517.1,144.3,145.4,712.6,713.6,765.3,766.6,197.4,,,,,
141,2014-09-30,1946.5,1995,141.3,143.5,2087.8,2138.5,88.6,90.4,2176.6,2176.7,2228.9,2229,2253.1,2253.6,2306,2306.4,866,869.7,525.9,522.8,144.4,144.7,716.8,715.8,769.6,768.9,202.2,,,,,
142,2014-10-31,1963.4,2013,139.9,142,2103.3,2155,86.5,88.4,2190.1,2189.4,2243.4,2243,2265.6,2265.5,2319.4,2319.6,869.6,871.6,530.6,529.5,144.7,144.7,720.7,719.3,774.6,773.9,202.6,,,,,
143,2014-11-30,1974.9,2025.4,140.5,142.6,2115.4,2167.9,85.8,87.6,2201.5,2200.2,2255.5,2254.1,2278.1,2276.5,2332.7,2331.5,873.9,873.7,535.5,536.3,145.5,144.8,723.1,722.5,777.7,776.7,207.3,,,,,
144,2014-12-31,1986.3,2036.7,141,143.1,2127.3,2179.8,83.6,85.5,2211.3,2209.8,2265.3,2264,2288.2,2287.1,2342.8,2341.9,878.3,876.7,540.5,541.8,146.1,144.8,723.3,723.5,777.8,778,212.7,,,,,
145,2015-01-31,1997.7,2048.7,141.7,144,2139.5,2192.7,82.1,84,2221.9,2223.3,2276.6,2277.5,2298.5,2300.1,2353.8,2355.4,881.9,880.2,544.7,546.4,145,145,726.9,728.4,782.2,783.4,212.8,,,,,
146,2015-02-28,2011.8,2063.4,141.7,143.9,2153.5,2207.3,80.8,82.7,2234.7,2235.8,2290,2290.4,2310.4,2311,2366.3,2366.5,884.9,883.1,548.4,551.2,145.3,144.8,731.8,732.5,787.7,787.6,215.9,,,,,
147,2015-03-31,2023.2,2075.1,141.6,143.7,2164.8,2218.8,79.6,81.6,2245.1,2247.3,2300.4,2302.3,2321.5,2322.7,2377.4,2378.5,889.1,887.2,553.2,556.3,145.5,145.5,733.7,734.3,789.6,789.9,216.1,,,,,
148,2015-04-30,2034.3,2087.1,139.1,141.3,2173.4,2228.4,78.4,80.3,2252.4,2253.8,2308.7,2311.2,2328,2329.2,2384.9,2386.7,892.6,890.5,558.1,561.4,144.4,144.9,732.9,733.1,789.8,790.4,206.2,,,,,
149,2015-05-31,2050.7,2102.7,139.2,141.4,2189.9,2244.1,77.7,79.6,2268.1,2269.8,2323.7,2325.5,2343.1,2343.5,2399.2,2400.1,896.7,895.4,563.4,564.8,144.4,145.2,738.5,739.1,794.6,795,209.4,,,,,
150,2015-06-30,2067.9,2121.4,139.6,141.8,2207.5,2263.2,76.2,78.2,2284.1,2280.5,2341.4,2337.8,2359.3,2354.4,2417.2,2411.9,903.6,902.7,570.2,567.7,145.2,145,740.2,738.6,798.1,796.9,207.5,,,,,
151,2015-07-31,2079,2133.1,140,142.4,2219,2275.5,74.7,76.6,2294.2,2293.6,2352.1,2351,2369.4,2369.9,2427.8,2427.4,907.7,910.8,572.4,568.5,144.7,145.3,744.6,744.7,803.1,802.6,214.6,0.4,,,,
152,2015-08-31,2096.8,2151.3,136.6,138.8,2233.4,2290.1,73.4,75.4,2307,2308.1,2365.5,2366.8,2381.8,2383.7,2440.9,2443.2,920.9,924.1,567.9,563.6,144.6,145.5,748.4,750.2,807.5,809.5,222.3,7.7,,,,
153,2015-09-30,2115.7,2172.1,135.8,138.2,2251.5,2310.2,71.8,73.7,2323.6,2323.7,2384,2384.1,2398.6,2399.8,2459.6,2460.7,932.4,936.1,564.3,561.6,144.5,144.7,757.4,756.8,818.5,817.9,224.2,5.2,,,,
154,2015-10-31,2131.3,2189.2,135.9,138.7,2267.1,2327.8,70.5,72.4,2337.8,2336.2,2400.3,2399,2413.4,2412.9,2476.6,2476.7,953.1,955.3,544.8,544.2,151.1,151.1,764.4,762.3,827.6,826.4,223.4,17.3,,,,
155,2015-11-30,2141.6,2201.9,136.2,139.3,2277.8,2341.2,69.8,71.7,2347.8,2345.5,2412.9,2410.9,2423.3,2421.7,2489.3,2488.1,963.4,963.2,544.8,545.7,152.9,152,762.3,761.5,828.2,827.5,220.4,1.8,,,,
156,2015-12-31,2155.4,2217.8,136,138.6,2291.4,2356.4,67.7,69.7,2359.3,2357.3,2426.1,2424.5,2434.9,2433.4,2502.4,2501.3,972.7,971,544.7,546,153.6,152.1,764,764.1,831.5,831.9,221.8,1.5,,,,
157,2016-01-31,2167,2230.5,136.2,139,2303.2,2369.4,66.3,68.2,2369.6,2370.7,2437.6,2438.3,2444.5,2445.5,2513.2,2514.5,979.4,977.3,545.1,546.6,152.5,152.3,767.5,768.7,836.2,837.1,232.6,1.4,,,,
158,2016-02-29,2182.4,2247.1,136.4,139.5,2318.8,2386.6,65.4,67.3,2384.4,2385.1,2453.8,2453.8,2458.8,2462.3,2529,2528.2,986.3,984.3,545.1,547.5,153,152.5,774.3,774.6,844.5,844,233.7,1.9,,,,
159,2016-03-31,2193.4,2258.7,134.7,137.6,2328.1,2396.2,64.5,66.3,2392.7,2394.9,2462.5,2464.4,2467,2467.4,2537.4,2537.7,992.8,990.5,545.5,548.2,152.7,152.8,776,776,846.4,846.4,237.3,1.4,,,,
160,2016-04-30,2208.1,2272.4,135.5,138.3,2343.5,2410.7,63.4,65.2,2407.1,2409,2475.9,2478.8,2480.6,2480.7,2550.1,2551,999.1,996.3,546.3,549.3,152.4,153.3,782.8,782.3,852.3,852,233.6,1.2,,,,
161,2016-05-31,2223.9,2290.1,130.1,133.1,2354,2423.2,62.2,63.9,2416.3,2419,2487.1,2490.2,2489,2489.9,2560.6,2561.6,1006,1004.4,548.1,549.3,152.4,153.3,782.6,783.5,854.1,854.9,241.3,1.1,,,,
162,2016-06-30,2234.9,2303.9,130.3,133.4,2365.2,2437.3,61,62.7,2426.3,2423.9,2500,2497,2496.3,2492,2570.7,2565.8,1013,1011.8,552,549.7,153.5,153.2,777.8,777,852.3,851.4,245.3,1.3,,,,
163,2016-07-31,2244.2,2315.1,129.9,133,2374.1,2448.1,59.5,61.1,2433.8,2434,2509.2,2508.4,2502.3,2503.4,2578.5,2578.9,1016.3,1019.8,553.7,550.2,152.3,152.9,779.9,780.9,856.1,856.3,249.6,1,,,,
164,2016-08-31,2252,2322.8,128.7,131.8,2380.6,2454.6,58.7,60.2,2439.5,2440.7,2514.8,2515.9,2508.3,2512,2584.3,2587.7,1022.3,1025.9,555.4,551.8,151.9,152.7,778.7,781,854.7,857.1,253.9,1,,,,
165,2016-09-30,2263.6,2335.2,130.3,133.2,2393.9,2468.5,57.4,59,2451.5,2451,2527.4,2526.8,2520.7,2522.4,2597.3,2598.9,1027.9,1032.6,557.4,554.8,151.8,151.8,783.6,783,860.3,859.7,256.6,0.9,,,,
166,2016-10-31,2279.7,2349.9,130.8,133.8,2410.5,2483.7,56,57.3,2466.7,2464.2,2541,2539.1,2536.3,2535.3,2611.3,2611.5,1034.7,1037.5,560.4,559.8,151.7,151.5,789.5,786.9,864.5,863.1,252,0.8,,,,
167,2016-11-30,2293.8,2363.5,131.2,134.3,2425,2497.8,54.7,56.1,2480,2476.7,2553.8,2551.2,2549.3,2547.4,2623.9,2622.7,1041.4,1041.6,563.5,564.3,152.5,151.6,792,790.8,866.6,866,253.3,0.9,,,,
168,2016-12-31,2313,2382.7,132.7,135.7,2445.7,2518.4,53.4,54.7,2499.4,2497.2,2573.1,2571.7,2568.6,2566.6,2643,2642.1,1048.3,1046.9,566.9,568,153,151.5,800.4,800.4,874.8,875.6,256.2,0.9,,,,
169,2017-01-31,2315.7,2387.2,132.7,135.6,2448.3,2522.8,52.1,53.2,2500.7,2502.3,2576,2577.2,2579.1,2580.7,2655.1,2656.7,1058.4,1056.4,571.8,573,152.1,151.9,796.8,798.2,872.8,873.9,258.6,1,,,,
170,2017-02-28,2325.6,2398,132.4,135.2,2458,2533.2,50.7,51.9,2508.9,2510,2585.1,2585.3,2587.8,2587.2,2664.5,2663.2,1063.7,1061.3,573.8,575.7,152.9,152.4,797.4,797.6,874.1,873.6,258.7,1,,,,
171,2017-03-31,2334,2405.6,132.6,135.2,2466.5,2540.8,48.9,50.7,2515.7,2517.5,2591.4,2593,2596,2595.3,2672.4,2671.5,1069.8,1066.9,576.2,578.8,152.5,152.6,797.6,797,873.9,873.2,253.5,1.2,,,,
172,2017-04-30,2345.7,2416.4,133.1,135.8,2478.8,2552.2,48.2,49.9,2527.3,2529,2602.1,2604.5,2607.7,2606.3,2683.2,2682.5,1075.8,1072,578.3,581.7,152.1,153.4,801.5,800.1,877,875.4,254.8,1.1,,,,
173,2017-05-31,2355.1,2427.6,134,136.7,2489.2,2564.3,47.6,49.2,2537,2540.6,2613.5,2617.3,2618.5,2619.3,2695.5,2696.1,1083.7,1081.2,580.8,582.6,152.1,153.3,801.8,802.9,878.8,879.6,258.9,1.3,,,,
174,2017-06-30,2371.9,2447.9,135.5,139.1,2507.4,2587,46.5,48.1,2554.2,2552.5,2635.1,2632.7,2639,2635,2720.7,2715.8,1093.7,1091.8,584.1,582.3,152.9,152.6,808.4,808.2,890.1,889.3,260.4,1.3,,,,
175,2017-07-31,2379.5,2456.3,135.4,138.9,2514.9,2595.2,44.8,46.6,2559.9,2560.8,2641.8,2641.5,2644.7,2647.1,2727.4,2728.8,1099,1102.6,584.4,581.3,151.4,151.9,809.9,811.7,892.5,893.4,256.4,1.4,,,,
176,2017-08-31,2386.3,2464.2,136.2,139.5,2522.6,2603.7,43.9,45.7,2566.7,2567.7,2649.4,2650.3,2653.6,2658.2,2736.9,2741.5,1106.5,1110.8,585.2,581.7,150.7,151.2,811.2,813.9,894.6,897.3,259.6,1.7,,,,
177,2017-09-30,2395.2,2472.1,137.3,140.5,2532.5,2612.6,42.9,44.6,2575.7,2574.3,2657.2,2655.7,2664.7,2666.6,2746.9,2748.9,1112.9,1118.7,585.8,583.1,151.2,151,814.8,814.2,897.1,896.4,261.9,1.4,,,,
178,2017-10-31,2406.2,2483.4,138.6,142,2544.8,2625.4,42,43.7,2587,2583.7,2669.1,2666.9,2676.3,2675.8,2759.1,2759.8,1120.3,1124.1,586.7,585.7,151.1,150.9,818.2,815.4,901,899.7,265,1.2,,,,
179,2017-11-30,2417.8,2494.7,138.8,142.3,2556.6,2637,41.1,42.8,2598,2594,2679.9,2677,2690.2,2688.2,2772.8,2771.9,1128.1,1129.2,587.9,588,151.6,150.6,822.7,821,905.3,904.9,268.1,1.2,,,,
180,2017-12-31,2423.9,2501.4,139.9,143.5,2563.8,2644.9,40.3,41.9,2604.1,2601.7,2686.8,2685.6,2697.3,2694.9,2780.8,2780,1136.3,1135.5,588.7,589.1,152.2,150.8,820.2,820.2,903.6,904.9,269.2,1.1,,,,
181,2018-01-31,2429,2507.6,140.2,143.8,2569.2,2651.5,39.2,40.8,2608.3,2610.6,2692.3,2694.2,2701.5,2703.9,2786.2,2788.2,1142.6,1141,589,589.5,151.6,151.4,818.3,820.1,903,904.4,269.3,1.1,,,,
182,2018-02-28,2437.3,2517.3,140.1,143.6,2577.4,2660.9,38.5,40.1,2615.9,2617.8,2701,2701.9,2711.2,2710.5,2796.9,2795.6,1149.7,1147.1,589.7,591.2,151.9,151.4,819.9,820.4,905.7,905.4,268.3,1.1,,,,
183,2018-03-31,2450.4,2530.1,141.3,144.8,2591.7,2674.9,37.7,39.1,2629.3,2630.7,2714,2714.8,2724.7,2722.6,2810,2807.7,1156.3,1152.3,590.4,593.2,151.5,151.7,826.5,825.3,911.9,910.1,271.8,1.2,,,,
184,2018-04-30,2459.1,2541.2,141.8,145.2,2601,2686.4,37,38.5,2637.9,2639.5,2724.9,2726.7,2735,2733,2822.7,2820.6,1162,1156.5,591.1,595.4,150.8,152.3,831.1,829,918.8,916.2,273,1,,,,
185,2018-05-31,2464.5,2546.8,141.8,144.6,2606.4,2691.4,36.4,37.9,2642.8,2647.1,2729.2,2733.6,2741,2741.5,2828,2827.9,1168.7,1164.8,592,594.6,150.6,151.9,829.7,831.1,916.7,917.7,273.2,1.1,,,,
186,2018-06-30,2477.5,2560.5,144.6,147.2,2622.1,2707.7,35.3,36.7,2657.4,2655.9,2744.4,2742.1,2756.8,2752.5,2844.4,2839.3,1178.1,1175.3,593,592.1,151.6,151.3,834.2,834.1,921.7,920.7,271.4,0.9,,,,
187,2018-07-31,2484.3,2568.6,144.5,148,2628.8,2716.6,34.1,35.4,2662.9,2663.9,2752,2751.7,2762,2765.1,2851.9,2854.1,1182.4,1185.8,592.9,590.3,150,150.4,836.8,838.9,926.6,927.8,278.9,1,,,,
188,2018-08-31,2493.4,2575.9,150.5,153.9,2643.9,2729.9,33.1,34.4,2677,2677.4,2764.3,2764.6,2777,2781.9,2864.9,2869.9,1193.1,1198.2,593.2,589.7,149.2,149.6,841.4,844,929.4,932,282.8,1.1,,,,
189,2018-09-30,2504.5,2589.9,153.5,156.8,2657.9,2746.7,32.1,33.4,2690.1,2687.8,2780.1,2777.7,2791.2,2793.1,2881.9,2884.2,1197.9,1205,593.5,590.4,149.3,149,850.6,849.9,941.3,940.5,278,0.9,,,,
190,2018-10-31,2516.3,2601,153.4,157.1,2669.7,2758.1,31.4,32.7,2701.1,2697.6,2790.8,2789,2802.6,2802.6,2893,2894.6,1203.1,1208.1,593.6,592.1,148.8,148.5,857.2,854.2,947.5,946.5,274.7,1,,,,
191,2018-11-30,2527.7,2613,153,156.9,2680.7,2769.9,30.3,31.5,2710.9,2706.7,2801.4,2798.7,2813.4,2811.4,2904.6,2903.9,1208.9,1210.9,594,593.4,149.1,148.1,861.4,859.6,952.6,952.6,275.8,1,,,,
192,2018-12-31,2531.3,2618,154.2,158.2,2685.5,2776.2,29.9,31.1,2715.3,2712.7,2807.3,2806.2,2819.5,2817.1,2912.2,2911.5,1214.3,1214,594.7,594.4,149.2,147.9,861.3,861.4,954,955.6,283.5,0.8,,,,
193,2019-01-31,2529.3,2621.6,154.2,158,2683.5,2779.6,28.6,29.8,2711.9,2715.2,2809.4,2812.6,2816.3,2819.5,2914.5,2917.4,1217.6,1216.5,594.4,594.4,147.5,147.4,856.8,859.5,955,957.3,286.4,0.8,,,,
194,2019-02-28,2537.6,2630.2,155.5,159.4,2693.1,2789.7,27.5,28.6,2720.3,2723.5,2818.3,2820.4,2824.9,2824.8,2923.5,2922.8,1222.1,1219.7,594.6,595.8,148.1,147.5,860.1,861.3,958.7,959.2,288.4,0.9,,,,
195,2019-03-31,2542.1,2636.5,155.5,160,2697.6,2796.5,26.3,27.3,2723.4,2724,2823.8,2823.8,2827.9,2824.7,2929,2925.2,1225.7,1221,594.3,597.2,147.5,147.6,860.4,858.4,961.5,958.7,295.7,0.9,,,,
196,2019-04-30,2547.5,2642.1,154.6,159,2702.1,2801.1,25.3,26.3,2727.1,2728.4,2827.4,2828.4,2831.5,2829.5,2932.6,2929.6,1230.2,1223.7,594.4,599.3,146.7,148.2,860.2,857.8,961.3,958,291.2,0.7,,,,
197,2019-05-31,2544,2638.9,155.5,160.3,2699.5,2799.3,24.5,25.6,2724,2728.4,2824.8,2829.1,2829.1,2829.4,2930.7,2930.2,1234.7,1230,594.8,598,145.9,147.2,853.7,855.1,955.4,956.4,298.4,1,,,,
198,2019-06-30,2552.1,2647.5,156.5,161.5,2708.6,2809,23.6,24.6,2731.7,2729.7,2833.6,2830.8,2841.6,2836.3,2944.3,2938.7,1240.6,1236.9,595.8,595.6,146.4,146.1,858.8,858.3,961.5,960,301.7,0.9,,,,
199,2019-07-31,2576.7,2647.5,206.6,161.5,2783.2,2809,22.7,24.6,2806,2806.9,2833.6,2830.8,2819.3,2822.6,2944.3,2938.7,1122.7,1125.2,667.7,665.5,170.2,170.7,858.7,860.9,961.5,960,302.1,0.9,2870,2873,909.4,911.5
200,2019-08-31,2581.7,2647.5,207.8,161.5,2789.5,2809,21.8,24.6,2811.3,2811.5,2833.6,2830.8,2824.2,2828.9,2944.3,2938.7,1127,1131.8,666.8,663.2,168.9,169.2,861.5,863.9,961.5,960,301.8,1,2875.5,2881.7,912.8,917.2
201,2019-09-30,2585.8,2647.5,209.5,161.5,2795.3,2809,21,24.6,2816.3,2813.5,2833.6,2830.8,2833.3,2835.2,2944.3,2938.7,1132.2,1138.9,665.1,661.6,166.9,166.7,869.1,868,961.5,960,304.3,0.9,2884.2,2888.8,920,921.4
202,2019-10-31,2592.7,2647.5,211.3,161.5,2804,2809,20.6,24.6,2824.6,2821.2,2833.6,2830.8,2841.4,2841.4,2944.3,2938.7,1137.6,1142.6,663.9,662,167,166.8,872.9,870,961.5,960,303.1,0.8,2892,2895.4,923.6,923.8
203,2019-11-30,2601.4,2647.5,212.9,161.5,2814.3,2809,19.8,24.6,2834.1,2830.2,2833.6,2830.8,2850.5,2848.3,2944.3,2938.7,1145.1,1147.5,664.4,663.1,167,165.9,873.9,872,961.5,960,306.8,0.8,2901.9,2901.7,925.4,925.2
204,2019-12-31,2606.2,2647.5,214.1,161.5,2820.3,2809,19.1,24.6,2839.5,2837,2833.6,2830.8,2855.1,2853,2944.3,2938.7,1151.1,1151.1,664.7,663.7,166.3,165.1,872.9,873.3,961.5,960,307.5,0.7,2906.3,2905.4,924.1,925.6
