datetime_id,month_date,Credit; Housing; Monthly growth,Credit; Housing; 12-month ended growth,Credit; Owner-occupier housing; Monthly growth,Credit; Owner-occupier housing; 12-month ended growth,Credit; Investor housing; Monthly growth,Credit; Investor housing; 12-month ended growth,Credit; Other personal; Monthly growth,Credit; Other personal; 12-month ended growth,Credit; Non-financial Business; Monthly growth,Credit; Non-financial Business; 12-month ended growth,Credit; Business; Monthly growth,Credit; Business; 12-month ended growth,Credit; Business including select financial businesses; Monthly growth,Credit; Business including select financial businesses; 12-month ended growth,Credit; Total excluding financial businesses; Monthly growth,Credit; Total excluding financial businesses; 12-month ended growth,Credit; Total; Monthly growth,Credit; Total; 12-month ended growth,Credit; Total including select financial businesses; Monthly growth,Credit; Total including select financial businesses; 12-month ended growth,M3; Monthly growth,M3; 12-month ended growth,Broad money; Monthly growth,Broad money; 12-month ended growth
160,31/12/1989,1.1,17.5,,,,,0.7,13.3,,,0.8,14.4,,,,,0.8,14.7,,,0.8,17.8,1.1,9.8
161,31/01/1990,1.2,17.1,,,,,0.3,11.9,,,0.1,14.8,,,,,0.4,14.8,,,1.1,17.1,0.8,11.0
162,28/02/1990,1.2,16.5,0.9,,4.4,,0.5,11.4,,,1.8,15.1,,,,,1.5,14.8,,,1.1,16.1,0.5,10.3
163,31/03/1990,1.0,15.6,0.9,,3.0,,0.1,10.3,,,1.9,15.8,,,,,1.4,14.9,,,0.9,15.0,0.3,9.4
164,30/04/1990,1.1,14.8,1.3,,2.6,,2.0,12.0,,,1.3,15.8,,,,,1.4,15.0,,,1.2,14.5,0.8,9.3
165,31/05/1990,1.0,14.1,1.1,,2.3,,0.4,11.0,,,0.2,13.7,,,,,0.4,13.4,,,0.5,13.5,0.3,8.5
166,30/06/1990,1.0,13.7,0.9,,3.1,,0.6,8.3,,,0.6,12.9,,,,,0.6,12.4,,,0.7,12.1,0.2,6.9
167,31/07/1990,1.0,13.2,0.2,,3.8,,0.7,6.5,,,0.8,12.9,,,,,0.8,12.0,,,0.2,10.7,0.2,6.3
168,31/08/1990,1.3,13.6,1.2,,6.0,,-2.4,3.8,,,0.7,12.4,,,,,0.5,11.4,,,0.9,9.6,0.7,6.2
169,30/09/1990,0.5,13.2,0.6,,1.4,,0.9,4.7,,,-0.3,10.3,,,,,0.1,10.2,,,1.1,10.7,0.4,6.5
170,31/10/1990,0.9,13.1,1.2,,0.3,,0.3,4.9,,,0.5,9.9,,,,,0.6,9.9,,,0.6,10.4,0.3,6.3
171,30/11/1990,0.8,12.8,0.6,,3.4,,-0.8,3.3,,,0.1,8.8,,,,,0.1,9.0,,,1.0,10.7,0.5,6.2
172,31/12/1990,0.9,12.6,0.9,,1.4,,0.0,2.6,,,0.6,8.6,,,,,0.6,8.7,,,0.8,10.7,0.0,5.1
173,31/01/1991,1.0,12.3,1.1,11.4,2.7,40.1,0.2,2.4,,,0.1,8.6,,,,,0.3,8.6,,,-0.8,8.6,-0.4,3.9
174,28/02/1991,1.0,12.1,0.8,11.2,2.2,37.2,0.0,1.9,,,0.1,6.7,,,,,0.3,7.3,,,-0.1,7.2,0.1,3.6
175,31/03/1991,0.7,11.8,0.7,11.0,1.6,35.3,-0.6,1.2,,,-0.5,4.2,,,,,-0.2,5.6,,,0.4,6.8,0.2,3.5
176,30/04/1991,0.7,11.3,0.6,10.3,1.5,33.8,0.0,-0.8,,,-0.3,2.5,,,,,0.0,4.1,,,0.0,5.5,-0.5,2.1
177,31/05/1991,0.8,11.1,0.8,10.0,1.8,33.1,0.0,-1.2,,,-0.7,1.6,,,,,-0.3,3.4,,,0.8,5.7,-0.2,1.6
178,30/06/1991,0.9,11.1,0.9,9.9,2.2,32.0,-1.1,-2.9,,,-0.4,0.6,,,,,-0.2,2.6,,,0.3,5.4,-0.1,1.3
179,31/07/1991,0.9,11.0,0.6,10.3,0.6,28.0,-0.9,-4.4,,,-0.5,-0.7,,,,,-0.2,1.6,,,0.3,5.4,-0.2,0.9
180,31/08/1991,0.7,10.3,1.0,10.1,-0.4,20.3,-0.4,-2.5,,,-0.2,-1.6,,,,,0.0,1.1,,,0.3,4.8,-0.5,-0.3
181,30/09/1991,0.8,10.6,0.7,10.1,1.7,20.6,-0.3,-3.6,,,-0.4,-1.7,,,,,0.0,1.0,,,0.6,4.2,0.6,-0.1
182,31/10/1991,1.2,10.9,1.9,11.0,1.2,21.6,-0.5,-4.4,,,-0.8,-3.0,,,,,-0.2,0.1,,,-0.2,3.4,-0.2,-0.6
183,30/11/1991,1.1,11.3,1.3,11.7,1.6,19.5,-0.3,-3.9,,,-0.4,-3.4,,,,,0.0,0.1,,,-0.1,2.2,-0.4,-1.5
184,31/12/1991,1.1,11.6,0.9,11.8,1.8,20.0,-0.9,-4.7,,,-0.6,-4.5,,,,,-0.2,-0.7,,,0.6,2.1,-0.2,-1.7
185,31/01/1992,0.8,11.4,1.0,11.7,0.8,17.8,-0.3,-5.2,,,-0.2,-4.9,,,,,0.0,-1.0,,,0.1,3.0,0.1,-1.3
186,29/02/1992,0.9,11.3,0.8,11.7,0.8,16.1,-0.5,-5.6,,,-0.3,-5.2,,,,,0.0,-1.3,,,0.4,3.5,0.2,-1.2
187,31/03/1992,0.9,11.5,0.9,12.0,1.1,15.6,0.1,-4.9,,,-1.1,-5.8,,,,,-0.4,-1.5,,,-0.6,2.5,-0.2,-1.6
188,30/04/1992,1.0,11.8,0.8,12.2,1.2,15.3,-0.7,-5.6,,,-0.9,-6.4,,,,,-0.3,-1.8,,,0.9,3.4,0.6,-0.5
189,31/05/1992,1.0,12.0,0.8,12.1,1.8,15.3,-0.5,-6.0,,,-0.4,-6.1,,,,,-0.1,-1.6,,,0.4,3.1,0.3,0.0
190,30/06/1992,1.0,12.1,0.9,12.1,0.4,13.3,-0.2,-5.1,,,0.0,-5.7,,,,,0.2,-1.2,,,0.1,2.9,-0.2,-0.1
191,31/07/1992,1.0,12.2,1.2,12.7,0.4,13.0,0.6,-3.8,,,-1.5,-6.7,,,,,-0.5,-1.5,,,0.6,3.2,0.5,0.7
192,31/08/1992,1.0,12.5,0.8,12.5,1.6,15.2,-0.6,-4.0,,,0.0,-6.5,,,,,0.2,-1.3,,,0.9,3.8,0.9,2.0
193,30/09/1992,1.0,12.8,0.9,12.8,1.0,14.4,0.1,-3.7,,,0.2,-5.9,,,,,0.5,-0.8,,,0.1,3.2,0.1,1.5
194,31/10/1992,1.5,13.0,1.2,12.1,1.9,15.3,0.7,-2.5,,,-0.9,-6.0,,,,,0.0,-0.6,,,0.0,3.5,-0.1,1.6
195,30/11/1992,1.3,13.2,1.2,12.0,1.9,15.7,0.2,-2.0,,,-0.7,-6.3,,,,,0.0,-0.6,,,0.5,4.2,0.1,2.1
196,31/12/1992,1.2,13.3,1.0,12.1,1.8,15.7,-0.7,-1.8,,,-1.2,-6.9,,,,,-0.4,-0.8,,,0.5,4.0,-0.1,2.3
197,31/01/1993,1.2,13.6,1.2,12.3,2.2,17.4,-0.4,-1.9,,,0.3,-6.4,,,,,0.5,-0.4,,,0.7,4.7,0.9,3.1
198,28/02/1993,1.2,14.0,1.0,12.5,1.7,18.4,0.1,-1.3,,,0.1,-6.0,,,,,0.4,0.0,,,0.7,4.9,0.5,3.5
199,31/03/1993,1.3,14.4,1.3,12.9,1.5,18.9,0.3,-1.1,,,-0.3,-5.3,,,,,0.3,0.7,,,0.4,5.9,0.0,3.6
200,30/04/1993,1.4,15.0,1.3,13.5,2.4,20.3,-0.5,-1.0,,,-0.2,-4.6,,,,,0.3,1.4,,,0.2,5.2,0.0,3.1
201,31/05/1993,1.4,15.4,1.3,14.0,2.0,20.5,-0.1,-0.6,,,-0.1,-4.3,,,,,0.3,1.8,,,0.2,5.0,0.4,3.1
202,30/06/1993,1.5,16.0,1.3,14.6,1.8,22.2,-0.1,-0.5,,,-0.4,-4.7,,,,,0.2,1.8,,,1.2,6.1,0.5,3.9
203,31/07/1993,1.4,16.5,1.1,14.5,1.9,24.1,-0.1,-1.2,,,-0.3,-3.5,,,,,0.4,2.7,,,0.5,6.0,0.1,3.5
204,31/08/1993,1.3,16.8,1.2,14.9,1.8,24.3,0.3,-0.2,,,-0.1,-3.5,,,,,0.4,2.9,,,-0.2,4.8,-0.1,2.5
205,30/09/1993,1.5,17.4,1.4,15.5,2.3,25.9,0.4,0.2,,,-0.1,-3.9,,,,,0.5,3.0,,,1.0,5.8,0.4,2.8
206,31/10/1993,1.4,17.3,1.2,15.5,2.0,26.0,-0.1,-0.6,,,-0.2,-3.3,,,,,0.4,3.3,,,0.5,6.2,0.2,3.1
207,30/11/1993,1.4,17.4,1.2,15.5,1.6,25.6,0.6,-0.3,,,0.1,-2.4,,,,,0.6,3.9,,,0.5,6.2,0.2,3.2
208,31/12/1993,1.6,18.0,1.6,16.2,1.5,25.3,0.4,0.8,,,-0.2,-1.4,,,,,0.5,4.9,,,0.6,6.3,0.5,3.7
209,31/01/1994,1.6,18.4,1.4,16.5,1.5,24.4,0.2,1.3,,,0.0,-1.7,,,,,0.6,5.0,,,1.0,6.6,1.2,4.0
210,28/02/1994,1.7,19.0,1.6,17.2,2.0,24.8,0.6,1.8,,,-0.3,-2.1,,,,,0.5,5.0,,,0.5,6.4,-0.3,3.2
211,31/03/1994,1.9,19.7,1.7,17.7,2.5,26.0,0.3,1.8,,,0.1,-1.7,,,,,0.7,5.5,,,1.1,7.2,1.1,4.3
212,30/04/1994,1.7,20.1,1.8,18.3,2.0,25.5,0.6,3.0,,,0.3,-1.2,,,,,0.9,6.2,,,0.8,7.8,0.6,4.9
213,31/05/1994,1.8,20.6,1.7,18.8,2.6,26.2,0.2,3.2,,,0.1,-1.0,,,,,0.7,6.6,,,0.6,8.3,0.5,5.1
214,30/06/1994,1.8,21.0,1.7,19.2,2.4,26.9,0.7,4.1,,,0.2,-0.3,,,,,0.8,7.2,,,0.5,7.6,0.6,5.1
215,31/07/1994,1.6,21.2,1.5,19.6,2.6,27.7,0.2,4.4,,,0.6,0.6,,,,,1.1,8.0,,,0.8,8.0,1.1,6.1
216,31/08/1994,1.7,21.7,1.5,20.0,1.9,28.0,0.7,4.8,,,0.3,0.9,,,,,0.9,8.4,,,0.9,9.1,0.7,6.9
217,30/09/1994,1.4,21.6,1.2,19.8,2.1,27.8,0.5,4.9,,,-0.1,1.0,,,,,0.6,8.5,,,0.2,8.2,0.2,6.7
218,31/10/1994,1.1,21.3,1.1,19.6,1.4,27.1,0.5,5.6,,,0.9,2.1,,,,,1.0,9.1,,,0.9,8.7,1.0,7.5
219,30/11/1994,1.4,21.3,1.2,19.6,1.8,27.3,0.9,6.0,,,0.3,2.3,,,,,0.8,9.3,,,0.9,9.2,0.9,8.3
220,31/12/1994,1.3,20.8,1.1,18.9,1.9,27.8,1.0,6.6,,,-0.1,2.4,,,,,0.6,9.4,,,0.9,9.6,0.5,8.3
221,31/01/1995,1.2,20.4,1.1,18.5,1.7,28.1,0.8,7.3,,,0.1,2.5,,,,,0.6,9.4,,,-0.3,8.2,0.3,7.3
222,28/02/1995,1.1,19.7,1.0,17.8,1.6,27.6,0.6,7.3,,,0.6,3.5,,,,,0.8,9.8,,,0.5,8.2,0.3,7.9
223,31/03/1995,1.1,18.8,0.9,16.9,1.6,26.4,1.1,8.2,,,0.3,3.7,,,,,0.7,9.7,,,1.0,8.1,0.8,7.6
224,30/04/1995,0.7,17.6,0.7,15.7,0.9,25.1,1.2,8.8,,,0.6,4.0,,,,,0.7,9.6,,,0.5,7.7,0.5,7.5
225,31/05/1995,0.8,16.5,0.8,14.6,0.7,22.8,1.3,10.0,,,0.9,4.8,,,,,0.9,9.7,,,0.5,7.6,0.8,7.7
226,30/06/1995,0.7,15.3,0.6,13.5,1.1,21.2,0.8,10.1,,,1.0,5.6,,,,,0.7,9.7,,,0.3,7.3,0.2,7.3
227,31/07/1995,0.8,14.3,0.6,12.4,1.0,19.3,1.0,10.9,,,0.0,5.0,,,,,0.6,9.2,,,0.5,7.0,0.6,6.8
228,31/08/1995,0.8,13.3,0.8,11.6,0.9,18.1,0.8,11.1,,,0.9,5.6,,,,,0.8,9.1,,,0.9,7.1,0.7,6.8
229,30/09/1995,1.0,12.8,0.8,11.2,1.9,17.8,0.7,11.3,,,1.5,7.2,,,,,1.2,9.8,,,1.2,8.1,0.8,7.5
230,31/10/1995,1.1,12.8,0.9,11.0,2.1,18.5,0.5,11.3,,,0.8,7.1,,,,,0.9,9.7,,,0.8,8.1,0.9,7.5
231,30/11/1995,1.1,12.4,1.0,10.8,1.4,18.1,0.4,10.8,,,1.4,8.3,,,,,1.2,10.2,,,0.8,7.9,0.8,7.3
232,31/12/1995,1.2,12.3,1.1,10.7,1.8,18.0,0.6,10.3,,,1.7,10.2,,,,,1.3,11.0,,,1.5,8.5,0.9,7.8
233,31/01/1996,1.0,12.2,0.9,10.6,1.2,17.3,0.8,10.4,,,1.2,11.3,,,,,1.1,11.5,,,0.3,9.2,0.7,8.2
234,29/02/1996,0.9,11.9,0.8,10.4,1.1,16.8,0.7,10.4,,,1.8,12.6,,,,,1.4,12.1,,,0.7,9.4,1.3,9.3
235,31/03/1996,0.9,11.7,0.9,10.4,1.4,16.6,0.8,10.1,,,1.4,13.8,,,,,1.1,12.6,,,0.5,9.0,0.8,9.4
236,30/04/1996,0.9,11.9,0.9,10.5,1.2,16.9,0.5,9.4,,,1.1,14.4,,,,,1.0,12.9,,,0.6,9.0,0.6,9.6
237,31/05/1996,0.8,11.9,0.7,10.5,1.2,17.5,1.4,9.5,,,0.3,13.6,,,,,0.5,12.5,,,-0.1,8.4,0.2,8.9
238,30/06/1996,0.8,12.0,0.7,10.6,1.4,17.9,1.7,10.4,,,0.8,13.4,,,,,0.7,12.5,,,1.3,9.5,0.7,9.4
239,31/07/1996,1.1,12.3,0.9,11.0,1.0,17.9,2.2,11.7,,,1.4,15.1,,,,,1.6,13.6,,,1.0,10.0,0.8,9.6
240,31/08/1996,0.9,12.4,0.9,11.1,1.2,18.3,0.9,11.8,,,0.3,14.4,,,,,0.6,13.4,,,0.6,9.6,0.4,9.4
241,30/09/1996,0.9,12.4,0.8,11.1,1.5,17.8,0.5,11.6,,,0.7,13.5,,,,,0.8,12.9,,,-0.1,8.2,0.3,8.8
242,31/10/1996,0.8,12.1,0.7,10.9,1.4,17.0,0.6,11.6,,,0.9,13.7,,,,,0.9,12.8,,,1.9,9.4,1.8,9.7
243,30/11/1996,0.8,11.7,0.6,10.5,1.3,16.9,0.3,11.5,,,0.2,12.4,,,,,0.5,12.0,,,1.1,9.7,0.4,9.3
244,31/12/1996,0.7,11.3,0.5,9.8,1.7,16.8,0.6,11.5,,,0.8,11.4,,,,,0.7,11.3,,,0.4,8.6,0.6,9.0
245,31/01/1997,0.9,11.2,0.6,9.5,1.8,17.5,1.0,11.7,,,1.0,11.1,,,,,1.0,11.2,,,0.8,9.2,0.6,8.9
246,28/02/1997,1.0,11.3,0.7,9.4,2.4,18.9,0.4,11.4,,,0.1,9.3,,,,,0.6,10.3,,,0.9,9.3,0.6,8.2
247,31/03/1997,0.8,11.1,0.3,8.8,2.2,19.7,0.5,11.0,,,0.5,8.4,,,,,0.6,9.7,,,0.6,9.3,0.6,7.9
248,30/04/1997,1.1,11.4,0.9,8.8,2.0,20.7,0.5,11.0,,,0.8,8.1,,,,,1.0,9.7,,,0.9,9.7,0.9,8.1
249,31/05/1997,1.1,11.6,0.7,8.7,2.5,22.3,0.5,10.1,,,1.4,9.3,,,,,1.1,10.3,,,0.8,10.7,1.0,9.0
250,30/06/1997,1.0,11.9,0.8,8.9,1.8,22.8,0.4,8.7,,,0.8,9.3,,,,,0.7,10.3,,,0.6,9.9,0.7,9.1
251,31/07/1997,1.1,11.9,0.8,8.7,2.1,24.1,0.9,7.4,,,1.5,9.3,,,,,1.5,10.1,,,0.2,9.0,0.4,8.7
252,31/08/1997,1.1,12.1,0.8,8.6,2.3,25.5,0.5,7.0,,,1.2,10.3,,,,,1.0,10.6,,,0.4,8.9,0.8,9.0
253,30/09/1997,1.0,12.1,0.6,8.4,2.1,26.3,1.0,7.5,,,0.6,10.2,,,,,0.8,10.7,,,0.1,9.1,0.5,9.3
254,31/10/1997,1.0,12.3,0.6,8.3,2.1,27.2,1.5,8.4,,,0.7,9.9,,,,,0.9,10.7,,,0.8,7.9,1.5,8.9
255,30/11/1997,0.9,12.4,0.4,8.0,2.5,28.7,1.4,9.6,,,1.1,10.9,,,,,1.1,11.4,,,0.5,7.3,0.0,8.5
256,31/12/1997,0.5,12.2,0.3,7.8,1.8,28.7,1.2,10.2,,,1.4,11.6,,,,,1.0,11.7,,,0.6,7.4,0.4,8.2
257,31/01/1998,0.8,12.1,0.6,7.8,2.3,29.3,1.0,10.2,,,0.4,11.0,,,,,0.7,11.3,,,0.4,6.9,0.5,8.1
258,28/02/1998,0.9,11.9,0.5,7.5,2.0,28.9,0.9,10.8,,,0.1,10.9,,,,,0.5,11.3,,,0.5,6.5,0.3,7.7
259,31/03/1998,1.0,12.1,0.6,7.8,1.6,28.1,0.7,11.0,,,0.8,11.3,,,,,0.8,11.6,,,0.3,6.3,0.6,7.7
260,30/04/1998,1.0,12.0,0.8,7.8,1.6,27.6,0.6,11.1,,,0.6,11.1,,,,,0.8,11.5,,,0.6,5.9,0.7,7.5
261,31/05/1998,1.1,12.0,0.9,8.0,1.8,26.7,0.9,11.4,,,0.2,9.7,,,,,0.6,10.8,,,0.4,5.5,0.2,6.6
262,30/06/1998,1.0,12.1,0.9,8.1,1.9,26.8,0.7,11.8,,,1.4,10.4,,,,,1.0,11.2,,,0.6,5.4,0.6,6.4
263,31/07/1998,0.9,11.9,0.6,7.9,2.0,26.8,0.9,11.7,,,1.1,9.9,,,,,1.2,10.9,,,1.2,6.4,0.9,7.0
264,31/08/1998,0.8,11.6,0.5,7.6,1.6,25.9,1.2,12.6,,,0.3,9.0,,,,,0.6,10.4,,,0.7,6.7,0.7,6.9
265,30/09/1998,0.8,11.3,0.5,7.5,1.6,25.3,1.2,12.8,,,0.8,9.2,,,,,0.8,10.4,,,0.8,7.5,0.7,7.1
266,31/10/1998,0.8,11.1,0.6,7.4,1.7,24.7,0.9,12.2,,,0.8,9.3,,,,,0.8,10.3,,,0.5,7.1,0.5,6.1
267,30/11/1998,1.0,11.3,0.8,7.8,1.9,24.1,1.0,11.7,,,0.7,8.9,,,,,0.9,10.1,,,0.4,7.0,0.5,6.6
268,31/12/1998,1.2,12.0,0.9,8.5,1.9,24.2,1.9,12.5,,,0.8,8.3,,,,,1.0,10.2,,,0.7,7.2,0.9,7.1
269,31/01/1999,0.9,12.0,0.6,8.6,1.7,23.6,2.2,13.8,,,0.9,8.8,,,,,1.0,10.6,,,0.9,7.7,0.9,7.6
270,28/02/1999,0.7,11.9,0.6,8.6,1.5,23.0,1.1,14.1,,,0.2,9.0,,,,,0.6,10.7,,,0.6,7.8,0.4,7.8
271,31/03/1999,1.1,12.0,0.8,8.8,1.5,22.9,1.3,14.8,,,0.9,9.0,,,,,1.0,10.8,,,1.0,8.5,0.5,7.7
272,30/04/1999,1.3,12.3,0.9,8.9,2.4,23.9,1.0,15.3,,,1.0,9.4,,,,,1.2,11.2,,,1.0,9.0,0.8,8.0
273,31/05/1999,0.9,12.1,0.6,8.6,1.6,23.6,1.0,15.4,,,0.0,9.2,,,,,0.4,11.1,,,1.0,9.6,0.7,8.5
274,30/06/1999,1.0,12.0,0.6,8.3,1.9,23.6,1.5,16.2,,,0.5,8.4,,,,,0.7,10.7,,,1.0,10.1,0.9,8.9
275,31/07/1999,1.3,12.4,1.1,8.9,2.0,23.6,1.4,16.8,,,0.1,7.3,,,,,0.8,10.4,,,0.4,9.3,0.4,8.3
276,31/08/1999,1.2,12.9,1.0,9.4,1.8,23.7,1.4,17.0,,,0.5,7.5,,,,,0.9,10.7,,,0.6,9.1,0.3,7.9
277,30/09/1999,1.4,13.7,1.2,10.2,2.0,24.1,0.9,16.7,,,0.8,7.5,,,,,1.1,11.0,,,0.5,8.9,0.1,7.3
278,31/10/1999,1.2,14.1,1.0,10.7,2.3,24.8,1.5,17.4,,,0.7,7.4,,,,,1.0,11.2,,,0.6,9.0,0.1,6.8
279,30/11/1999,1.0,14.1,0.7,10.6,2.2,25.2,1.1,17.5,,,0.6,7.3,,,,,0.8,11.1,,,0.9,9.6,0.5,6.8
280,31/12/1999,1.5,14.4,1.1,10.8,2.4,25.8,0.9,16.4,,,0.8,7.2,,,,,1.0,11.1,,,0.4,9.2,0.3,6.2
281,31/01/2000,1.6,15.2,1.3,11.6,2.6,26.8,1.4,15.5,,,0.5,6.7,,,,,1.1,11.1,,,0.3,8.6,1.1,6.3
282,29/02/2000,1.4,15.9,1.2,12.2,2.1,27.6,0.8,15.2,,,1.3,7.8,,,,,1.3,11.9,,,0.4,8.4,0.9,6.8
283,31/03/2000,1.5,16.4,1.0,12.4,2.8,29.2,1.5,15.4,,,0.6,7.5,,,,,1.0,12.0,,,0.4,7.8,0.2,6.5
284,30/04/2000,1.2,16.3,0.8,12.4,2.0,28.7,1.4,15.9,,,0.5,7.0,,,,,1.0,11.8,,,0.8,7.5,0.8,6.4
285,31/05/2000,1.2,16.7,1.0,12.8,1.8,29.0,1.1,16.0,,,1.2,8.3,,,,,1.1,12.6,,,0.8,7.2,0.9,6.6
286,30/06/2000,1.2,17.0,1.1,13.4,1.6,28.7,1.5,16.1,,,0.9,8.7,,,,,1.1,13.0,,,0.7,7.0,0.9,6.6
287,31/07/2000,1.1,16.7,0.7,13.0,2.1,28.8,0.2,14.8,,,0.7,9.3,,,,,0.9,13.0,,,0.7,7.3,0.8,7.1
288,31/08/2000,0.9,16.4,0.9,12.9,0.9,27.7,0.5,13.8,,,1.0,9.9,,,,,0.9,13.0,,,0.7,7.4,0.4,7.2
289,30/09/2000,0.8,15.7,0.6,12.1,1.3,27.0,0.5,13.3,,,0.4,9.5,,,,,0.6,12.5,,,0.4,7.2,0.5,7.6
290,31/10/2000,0.8,15.2,0.8,11.9,1.0,25.3,1.0,12.7,,,0.9,9.7,,,,,0.9,12.4,,,0.7,7.3,1.2,8.7
291,30/11/2000,0.9,15.1,1.1,12.3,0.8,23.6,1.9,13.6,,,-0.1,9.0,,,,,0.6,12.1,,,-1.0,5.3,-0.8,7.4
292,31/12/2000,0.7,14.2,0.8,11.9,0.2,20.9,1.4,14.2,,,0.4,8.6,,,,,0.6,11.6,,,0.4,5.3,-0.3,6.8
293,31/01/2001,0.9,13.5,0.9,11.5,1.6,19.8,0.8,13.6,,,1.1,9.2,,,,,1.0,11.5,,,1.2,6.2,0.9,6.6
294,28/02/2001,1.1,13.2,1.0,11.3,1.5,19.0,1.0,13.8,,,1.3,9.2,,,,,1.2,11.4,,,1.4,7.3,0.9,6.6
295,31/03/2001,1.0,12.7,1.2,11.6,0.8,16.7,0.6,12.7,,,0.0,8.6,,,,,0.5,10.8,,,0.7,7.7,0.4,6.8
296,30/04/2001,1.0,12.5,0.9,11.7,1.2,15.7,0.8,12.1,,,-0.2,7.8,,,,,0.5,10.3,,,-0.1,6.8,-0.3,5.7
297,31/05/2001,1.3,12.6,1.3,12.0,1.3,15.0,0.6,11.5,,,0.7,7.3,,,,,0.9,10.0,,,1.2,7.3,1.1,6.0
298,30/06/2001,1.2,12.5,1.2,12.0,1.3,14.7,0.7,10.7,,,0.0,6.4,,,,,0.6,9.5,,,1.7,8.2,1.4,6.4
299,31/07/2001,1.2,12.6,1.4,12.8,1.1,13.5,1.1,11.6,,,-0.9,4.7,,,,,0.3,8.9,,,-0.5,7.0,-0.7,4.9
300,31/08/2001,1.4,13.2,1.5,13.5,1.1,13.7,0.2,11.3,,,0.0,3.7,,,,,0.7,8.7,,,1.5,7.8,0.3,4.8
301,30/09/2001,1.3,13.7,1.5,14.5,1.2,13.5,0.1,10.9,,,0.2,3.4,,,,,0.7,8.7,,,2.0,9.6,1.5,5.9
302,31/10/2001,1.5,14.5,1.6,15.4,1.4,14.0,0.6,10.4,,,-0.3,2.3,,,,,0.6,8.5,,,1.8,10.8,1.8,6.6
303,30/11/2001,1.5,15.2,1.6,15.9,1.5,14.9,0.6,9.0,,,0.6,3.0,,,,,1.1,9.0,,,1.4,13.5,0.1,7.5
304,31/12/2001,1.5,16.1,1.7,17.0,0.9,15.7,1.0,8.5,,,-0.4,2.2,,,,,0.6,9.0,,,0.8,14.0,0.6,8.4
305,31/01/2002,1.8,17.1,2.0,18.2,2.1,16.2,0.4,8.1,,,-0.2,0.9,,,,,0.8,8.9,,,1.1,13.9,0.6,8.0
306,28/02/2002,1.4,17.5,1.1,18.4,1.9,16.7,0.7,7.7,,,0.5,0.1,,,,,1.0,8.6,,,0.5,12.9,0.4,7.5
307,31/03/2002,1.3,17.8,1.3,18.4,1.7,17.8,1.2,8.3,,,0.4,0.5,,,,,0.9,9.0,,,0.9,13.1,1.5,8.6
